filename,fold,target,category,esc10,src_file,take
4-198360-C-49.wav,4,49,hand_saw,False,198360,C
4-198962-A-25.wav,4,25,footsteps,False,198962,A
4-198962-B-25.wav,4,25,footsteps,False,198962,B
4-199261-A-0.wav,4,0,dog,True,199261,A
4-207124-A-0.wav,4,0,dog,True,207124,A
4-212604-A-15.wav,4,15,water_drops,False,212604,A
4-212604-B-15.wav,4,15,water_drops,False,212604,B
4-212604-C-15.wav,4,15,water_drops,False,212604,C
4-216211-A-14.wav,4,14,chirping_birds,False,216211,A
4-218304-A-25.wav,4,25,footsteps,False,218304,A
4-218304-B-25.wav,4,25,footsteps,False,218304,B
4-223125-A-14.wav,4,14,chirping_birds,False,223125,A
4-223127-A-14.wav,4,14,chirping_birds,False,223127,A
4-251645-A-49.wav,4,49,hand_saw,False,251645,A
4-251645-B-49.wav,4,49,hand_saw,False,251645,B
4-251959-A-47.wav,4,47,airplane,False,251959,A
4-255371-A-47.wav,4,47,airplane,False,255371,A
5-117773-A-16.wav,5,16,wind,False,117773,A
5-156999-A-19.wav,5,19,thunderstorm,False,156999,A
5-156999-B-19.wav,5,19,thunderstorm,False,156999,B
5-156999-C-19.wav,5,19,thunderstorm,False,156999,C
5-156999-D-19.wav,5,19,thunderstorm,False,156999,D
5-156999-E-19.wav,5,19,thunderstorm,False,156999,E
5-157204-A-16.wav,5,16,wind,False,157204,A
5-157204-B-16.wav,5,16,wind,False,157204,B
5-169983-A-5.wav,5,5,cat,False,169983,A
5-170338-A-41.wav,5,41,chainsaw,True,170338,A
5-170338-B-41.wav,5,41,chainsaw,True,170338,B
5-171118-A-26.wav,5,26,laughing,False,171118,A
5-171653-A-41.wav,5,41,chainsaw,True,171653,A
5-172299-A-5.wav,5,5,cat,False,172299,A
5-172639-A-5.wav,5,5,cat,False,172639,A
5-177614-A-5.wav,5,5,cat,False,177614,A
5-177957-A-40.wav,5,40,helicopter,True,177957,A
5-177957-B-40.wav,5,40,helicopter,True,177957,B
5-177957-C-40.wav,5,40,helicopter,True,177957,C
5-177957-D-40.wav,5,40,helicopter,True,177957,D
5-177957-E-40.wav,5,40,helicopter,True,177957,E
5-179294-A-46.wav,5,46,church_bells,False,179294,A
5-179496-A-16.wav,5,16,wind,False,179496,A
5-179496-B-16.wav,5,16,wind,False,179496,B
5-181766-A-10.wav,5,10,rain,True,181766,A
5-185579-A-41.wav,5,41,chainsaw,True,185579,A
5-185579-B-41.wav,5,41,chainsaw,True,185579,B
5-188495-A-19.wav,5,19,thunderstorm,False,188495,A
5-188655-A-10.wav,5,10,rain,True,188655,A
5-188716-A-46.wav,5,46,church_bells,False,188716,A
5-191131-A-40.wav,5,40,helicopter,True,191131,A
5-192191-A-19.wav,5,19,thunderstorm,False,192191,A
5-193339-A-10.wav,5,10,rain,True,193339,A
5-194892-A-10.wav,5,10,rain,True,194892,A
5-195557-A-19.wav,5,19,thunderstorm,False,195557,A
5-195710-A-10.wav,5,10,rain,True,195710,A
5-197988-A-46.wav,5,46,church_bells,False,197988,A
5-198321-A-10.wav,5,10,rain,True,198321,A
5-198373-A-46.wav,5,46,church_bells,False,198373,A
5-201170-A-46.wav,5,46,church_bells,False,201170,A
5-201172-A-46.wav,5,46,church_bells,False,201172,A
5-202898-A-10.wav,5,10,rain,True,202898,A
5-203128-A-0.wav,5,0,dog,True,203128,A
5-203128-B-0.wav,5,0,dog,True,203128,B
5-203739-A-10.wav,5,10,rain,True,203739,A
5-204741-A-46.wav,5,46,church_bells,False,204741,A
5-205589-A-17.wav,5,17,pouring_water,False,205589,A
5-205589-B-17.wav,5,17,pouring_water,False,205589,B
5-205898-A-40.wav,5,40,helicopter,True,205898,A
5-207781-A-17.wav,5,17,pouring_water,False,207781,A
5-208030-A-0.wav,5,0,dog,True,208030,A
5-212454-A-0.wav,5,0,dog,True,212454,A
5-212730-A-17.wav,5,17,pouring_water,False,212730,A
5-212734-A-17.wav,5,17,pouring_water,False,212734,A
5-212736-A-17.wav,5,17,pouring_water,False,212736,A
5-213836-A-9.wav,5,9,crow,False,213836,A
5-213836-B-9.wav,5,9,crow,False,213836,B
5-213836-C-9.wav,5,9,crow,False,213836,C
5-213836-D-9.wav,5,9,crow,False,213836,D
5-213855-A-0.wav,5,0,dog,True,213855,A
5-214362-A-17.wav,5,17,pouring_water,False,214362,A
5-214759-A-5.wav,5,5,cat,False,214759,A
5-214759-B-5.wav,5,5,cat,False,214759,B
5-214869-A-9.wav,5,9,crow,False,214869,A
5-215445-A-47.wav,5,47,airplane,False,215445,A
5-215447-A-47.wav,5,47,airplane,False,215447,A
5-215449-A-47.wav,5,47,airplane,False,215449,A
5-215634-A-17.wav,5,17,pouring_water,False,215634,A
5-216370-A-41.wav,5,41,chainsaw,True,216370,A
5-216370-B-41.wav,5,41,chainsaw,True,216370,B
5-217158-A-0.wav,5,0,dog,True,217158,A
5-217186-A-16.wav,5,16,wind,False,217186,A
5-217186-B-16.wav,5,16,wind,False,217186,B
5-217186-C-16.wav,5,16,wind,False,217186,C
5-219044-A-46.wav,5,46,church_bells,False,219044,A
5-220955-A-40.wav,5,40,helicopter,True,220955,A
5-222041-A-9.wav,5,9,crow,False,222041,A
5-222524-A-41.wav,5,41,chainsaw,True,222524,A
5-231762-A-0.wav,5,0,dog,True,231762,A
5-234263-A-25.wav,5,25,footsteps,False,234263,A
5-234855-A-25.wav,5,25,footsteps,False,234855,A
5-235956-A-47.wav,5,47,airplane,False,235956,A
5-241846-A-15.wav,5,15,water_drops,False,241846,A
5-242490-A-14.wav,5,14,chirping_birds,False,242490,A
5-242491-A-14.wav,5,14,chirping_birds,False,242491,A
5-242711-A-9.wav,5,9,crow,False,242711,A
5-242932-A-26.wav,5,26,laughing,False,242932,A
5-242932-B-26.wav,5,26,laughing,False,242932,B
5-243025-A-25.wav,5,25,footsteps,False,243025,A
5-243448-A-14.wav,5,14,chirping_birds,False,243448,A
5-243449-A-14.wav,5,14,chirping_birds,False,243449,A
5-243450-A-14.wav,5,14,chirping_birds,False,243450,A
5-243459-A-14.wav,5,14,chirping_birds,False,243459,A
5-243459-B-14.wav,5,14,chirping_birds,False,243459,B
5-244310-A-25.wav,5,25,footsteps,False,244310,A
5-244526-A-26.wav,5,26,laughing,False,244526,A
5-250258-A-49.wav,5,49,hand_saw,False,250258,A
5-251957-A-47.wav,5,47,airplane,False,251957,A
5-251962-A-47.wav,5,47,airplane,False,251962,A
5-251963-A-47.wav,5,47,airplane,False,251963,A
5-251971-A-47.wav,5,47,airplane,False,251971,A
5-253094-A-49.wav,5,49,hand_saw,False,253094,A
5-253094-B-49.wav,5,49,hand_saw,False,253094,B
5-253094-C-49.wav,5,49,hand_saw,False,253094,C
5-253094-D-49.wav,5,49,hand_saw,False,253094,D
5-253101-A-49.wav,5,49,hand_saw,False,253101,A
5-253101-B-49.wav,5,49,hand_saw,False,253101,B
5-253101-C-49.wav,5,49,hand_saw,False,253101,C
5-253534-A-26.wav,5,26,laughing,False,253534,A
5-254832-A-15.wav,5,15,water_drops,False,254832,A
5-254832-B-15.wav,5,15,water_drops,False,254832,B
5-256452-A-5.wav,5,5,cat,False,256452,A
5-257349-A-15.wav,5,15,water_drops,False,257349,A
5-257839-A-14.wav,5,14,chirping_birds,False,257839,A
5-259169-A-5.wav,5,5,cat,False,259169,A
5-259180-A-15.wav,5,15,water_drops,False,259180,A
5-259514-A-26.wav,5,26,laughing,False,259514,A
5-261325-A-9.wav,5,9,crow,False,261325,A
5-261433-A-15.wav,5,15,water_drops,False,261433,A
5-261439-A-15.wav,5,15,water_drops,False,261439,A
5-262641-A-15.wav,5,15,water_drops,False,262641,A
5-263490-A-25.wav,5,25,footsteps,False,263490,A
5-263491-A-25.wav,5,25,footsteps,False,263491,A
5-263501-A-25.wav,5,25,footsteps,False,263501,A
5-263775-A-26.wav,5,26,laughing,False,263775,A
5-263775-B-26.wav,5,26,laughing,False,263775,B
5-51149-A-25.wav,5,25,footsteps,False,51149,A
5-9032-A-0.wav,5,0,dog,True,9032,A
